Reactant_1_Name,Reactant_2_Name,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV
6-chloroquinoline,Boronic Acid,Xantphos,K3PO4,MeOH,14.9743801158487
6-chloroquinoline,Boronic Acid,None,K3PO4,MeOH,13.7673419168311
6-chloroquinoline,Boronic Acid,P(tBu)3,KOH,MeOH,14.9066264798925
6-chloroquinoline,Boronic Acid,P(Ph)3,KOH,MeOH,18.3726199510341
6-chloroquinoline,Boronic Acid,AmPhos,KOH,MeOH,22.5196257527756
6-chloroquinoline,Boronic Acid,P(Cy)3,KOH,MeOH,39.3059281212376
6-chloroquinoline,Boronic Acid,P(o-Tol)3,KOH,MeOH,18.2419588944286
6-chloroquinoline,Boronic Acid,CataCXium A,KOH,MeOH,30.7733784438108
6-chloroquinoline,Boronic Acid,SPhos,KOH,MeOH,19.0166173545135
6-chloroquinoline,Boronic Acid,dtbpf,KOH,MeOH,16.0317911160499
6-chloroquinoline,Boronic Acid,XPhos,KOH,MeOH,40.249292419005
6-chloroquinoline,Boronic Acid,dppf,KOH,MeOH,17.6788364487885
6-chloroquinoline,Boronic Acid,Xantphos,KOH,MeOH,15.6421247051227
6-chloroquinoline,Boronic Acid,None,KOH,MeOH,26.2732573639549
6-chloroquinoline,Boronic Acid,P(tBu)3,LiOtBu,MeOH,12.8483834861798
6-chloroquinoline,Boronic Acid,P(Ph)3,LiOtBu,MeOH,22.9308714939199
6-chloroquinoline,Boronic Acid,AmPhos,LiOtBu,MeOH,12.7863872944682
6-chloroquinoline,Boronic Acid,P(Cy)3,LiOtBu,MeOH,13.3134959058639
6-chloroquinoline,Boronic Acid,P(o-Tol)3,LiOtBu,MeOH,11.6387643881743
6-chloroquinoline,Boronic Acid,CataCXium A,LiOtBu,MeOH,13.562445184587
6-chloroquinoline,Boronic Acid,SPhos,LiOtBu,MeOH,16.8303425941005
6-chloroquinoline,Boronic Acid,dtbpf,LiOtBu,MeOH,21.5478088287407
6-chloroquinoline,Boronic Acid,XPhos,LiOtBu,MeOH,27.3315804937304
6-chloroquinoline,Boronic Acid,dppf,LiOtBu,MeOH,26.9660172151336
6-chloroquinoline,Boronic Acid,Xantphos,LiOtBu,MeOH,25.5475487427508
6-chloroquinoline,Boronic Acid,None,LiOtBu,MeOH,15.4193357422559
6-chloroquinoline,Boronic Acid,P(tBu)3,Et3N,MeOH,12.6211260525753
6-chloroquinoline,Boronic Acid,P(Ph)3,Et3N,MeOH,17.4322145602985
6-chloroquinoline,Boronic Acid,AmPhos,Et3N,MeOH,13.3461992881114
6-chloroquinoline,Boronic Acid,P(Cy)3,Et3N,MeOH,27.8880804699825
6-chloroquinoline,Boronic Acid,P(o-Tol)3,Et3N,MeOH,14.6491021576651
6-chloroquinoline,Boronic Acid,CataCXium A,Et3N,MeOH,31.023366249855
6-chloroquinoline,Boronic Acid,SPhos,Et3N,MeOH,18.0202351501091
6-chloroquinoline,Boronic Acid,dtbpf,Et3N,MeOH,16.245242834377
6-chloroquinoline,Boronic Acid,XPhos,Et3N,MeOH,32.8601183833549
6-chloroquinoline,Boronic Acid,dppf,Et3N,MeOH,37.8531778947501
6-chloroquinoline,Boronic Acid,Xantphos,Et3N,MeOH,15.1811923219777
6-chloroquinoline,Boronic Acid,None,Et3N,MeOH,15.3646328869685
6-chloroquinoline,Boronic Acid,P(tBu)3,None,MeOH,13.8795032738065
6-chloroquinoline,Boronic Acid,P(Ph)3,None,MeOH,14.6994500838519
6-chloroquinoline,Boronic Acid,AmPhos,None,MeOH,32.2546483838239
6-chloroquinoline,Boronic Acid,P(Cy)3,None,MeOH,17.6510887581189
6-chloroquinoline,Boronic Acid,P(o-Tol)3,None,MeOH,16.9869857765644
6-chloroquinoline,Boronic Acid,CataCXium A,None,MeOH,41.5918731867168
6-chloroquinoline,Boronic Acid,SPhos,None,MeOH,21.4729131753127
6-chloroquinoline,Boronic Acid,dtbpf,None,MeOH,18.2506178025478
6-chloroquinoline,Boronic Acid,XPhos,None,MeOH,37.8712785830679
6-chloroquinoline,Boronic Acid,dppf,None,MeOH,30.355572946107
6-chloroquinoline,Boronic Acid,Xantphos,None,MeOH,35.3158860812902
6-chloroquinoline,Boronic Acid,None,None,MeOH,13.9066953068002
6-Bromoquinoline,Boronic Acid,P(tBu)3,NaOH,MeCN,79.3058735089457
6-Bromoquinoline,Boronic Acid,P(Ph)3,NaOH,MeCN,85.4323885219076
6-Bromoquinoline,Boronic Acid,AmPhos,NaOH,MeCN,86.8237536420014
6-Bromoquinoline,Boronic Acid,P(Cy)3,NaOH,MeCN,75.9827678379371
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,NaOH,MeCN,41.7981680436534
6-Bromoquinoline,Boronic Acid,CataCXium A,NaOH,MeCN,96.3777560137793
6-Bromoquinoline,Boronic Acid,SPhos,NaOH,MeCN,92.6348539875478
6-Bromoquinoline,Boronic Acid,dtbpf,NaOH,MeCN,46.7942717832163
6-Bromoquinoline,Boronic Acid,XPhos,NaOH,MeCN,90.2063870232358
6-Bromoquinoline,Boronic Acid,dppf,NaOH,MeCN,26.0223686397464
6-Bromoquinoline,Boronic Acid,Xantphos,NaOH,MeCN,10.7375169949463
6-Bromoquinoline,Boronic Acid,None,NaOH,MeCN,43.1542127455493
6-Bromoquinoline,Boronic Acid,P(tBu)3,NaHCO3,MeCN,93.2964339654533
6-Bromoquinoline,Boronic Acid,P(Ph)3,NaHCO3,MeCN,90.8868932305634
6-Bromoquinoline,Boronic Acid,AmPhos,NaHCO3,MeCN,93.4429714882574
6-Bromoquinoline,Boronic Acid,P(Cy)3,NaHCO3,MeCN,86.1336620157903
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,NaHCO3,MeCN,28.21750835074
6-Bromoquinoline,Boronic Acid,CataCXium A,NaHCO3,MeCN,93.9401097845464
6-Bromoquinoline,Boronic Acid,SPhos,NaHCO3,MeCN,71.1085639689835
6-Bromoquinoline,Boronic Acid,dtbpf,NaHCO3,MeCN,33.6087400359218
6-Bromoquinoline,Boronic Acid,XPhos,NaHCO3,MeCN,56.9614281729532
6-Bromoquinoline,Boronic Acid,dppf,NaHCO3,MeCN,59.5377034789116
6-Bromoquinoline,Boronic Acid,Xantphos,NaHCO3,MeCN,0.637304967732702
6-Bromoquinoline,Boronic Acid,None,NaHCO3,MeCN,23.1702052678754
6-Bromoquinoline,Boronic Acid,P(tBu)3,CsF,MeCN,76.514431100806
6-Bromoquinoline,Boronic Acid,P(Ph)3,CsF,MeCN,68.499153125392
6-Bromoquinoline,Boronic Acid,AmPhos,CsF,MeCN,83.5978581948845
6-Bromoquinoline,Boronic Acid,P(Cy)3,CsF,MeCN,70.9954176663073
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,CsF,MeCN,39.9838434308955
6-Bromoquinoline,Boronic Acid,CataCXium A,CsF,MeCN,84.0207059542337
6-Bromoquinoline,Boronic Acid,SPhos,CsF,MeCN,46.8052214906064
6-Bromoquinoline,Boronic Acid,dtbpf,CsF,MeCN,37.3575208499762
6-Bromoquinoline,Boronic Acid,XPhos,CsF,MeCN,46.081145490547
6-Bromoquinoline,Boronic Acid,dppf,CsF,MeCN,47.4619966140896
6-Bromoquinoline,Boronic Acid,Xantphos,CsF,MeCN,1.21200968231036
6-Bromoquinoline,Boronic Acid,None,CsF,MeCN,19.090403327123
6-Bromoquinoline,Boronic Acid,P(tBu)3,K3PO4,MeCN,67.1406210140979
6-Bromoquinoline,Boronic Acid,P(Ph)3,K3PO4,MeCN,62.5643020715499
6-Bromoquinoline,Boronic Acid,AmPhos,K3PO4,MeCN,77.7103431674678
6-Bromoquinoline,Boronic Acid,P(Cy)3,K3PO4,MeCN,48.1714185233041
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,K3PO4,MeCN,30.4007597011851
6-Bromoquinoline,Boronic Acid,CataCXium A,K3PO4,MeCN,82.6873381679497
6-Bromoquinoline,Boronic Acid,SPhos,K3PO4,MeCN,36.0816610133423
6-Bromoquinoline,Boronic Acid,dtbpf,K3PO4,MeCN,36.4170291581118
6-Bromoquinoline,Boronic Acid,XPhos,K3PO4,MeCN,34.0325267208681
6-Bromoquinoline,Boronic Acid,dppf,K3PO4,MeCN,46.7290772717741
6-Bromoquinoline,Boronic Acid,Xantphos,K3PO4,MeCN,1.04773556690246
6-Bromoquinoline,Boronic Acid,None,K3PO4,MeCN,10.1332077670422
6-Bromoquinoline,Boronic Acid,P(tBu)3,KOH,MeCN,78.7463949865354
6-Bromoquinoline,Boronic Acid,P(Ph)3,KOH,MeCN,76.7222979653099
6-Bromoquinoline,Boronic Acid,AmPhos,KOH,MeCN,87.4742953227683
6-Bromoquinoline,Boronic Acid,P(Cy)3,KOH,MeCN,63.2027274804215
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,KOH,MeCN,40.0559059542472
6-Bromoquinoline,Boronic Acid,CataCXium A,KOH,MeCN,95.568229157529
6-Bromoquinoline,Boronic Acid,SPhos,KOH,MeCN,71.7120513627811
6-Bromoquinoline,Boronic Acid,dtbpf,KOH,MeCN,39.9796885856858
6-Bromoquinoline,Boronic Acid,XPhos,KOH,MeCN,74.1514156057469
6-Bromoquinoline,Boronic Acid,dppf,KOH,MeCN,49.2451569795546
6-Bromoquinoline,Boronic Acid,Xantphos,KOH,MeCN,9.38703929805834
6-Bromoquinoline,Boronic Acid,None,KOH,MeCN,20.9446895988713
6-Bromoquinoline,Boronic Acid,P(tBu)3,LiOtBu,MeCN,90.9881000089726
6-Bromoquinoline,Boronic Acid,P(Ph)3,LiOtBu,MeCN,96.7609424689599
6-Bromoquinoline,Boronic Acid,AmPhos,LiOtBu,MeCN,91.9298669617397
6-Bromoquinoline,Boronic Acid,P(Cy)3,LiOtBu,MeCN,87.4932311504694
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,LiOtBu,MeCN,34.7271754713206
6-Bromoquinoline,Boronic Acid,CataCXium A,LiOtBu,MeCN,95.8759745965932
6-Bromoquinoline,Boronic Acid,SPhos,LiOtBu,MeCN,92.5255059883806
6-Bromoquinoline,Boronic Acid,dtbpf,LiOtBu,MeCN,48.9937734631707
6-Bromoquinoline,Boronic Acid,XPhos,LiOtBu,MeCN,75.5378037867353
6-Bromoquinoline,Boronic Acid,dppf,LiOtBu,MeCN,31.6507527894339
6-Bromoquinoline,Boronic Acid,Xantphos,LiOtBu,MeCN,9.99382486028393
6-Bromoquinoline,Boronic Acid,None,LiOtBu,MeCN,27.9360056540966
6-Bromoquinoline,Boronic Acid,P(tBu)3,Et3N,MeCN,91.952898933144
6-Bromoquinoline,Boronic Acid,P(Ph)3,Et3N,MeCN,88.8995505132022
6-Bromoquinoline,Boronic Acid,AmPhos,Et3N,MeCN,91.3153320096311
6-Bromoquinoline,Boronic Acid,P(Cy)3,Et3N,MeCN,90.6035200560835
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,Et3N,MeCN,25.7204000110791
6-Bromoquinoline,Boronic Acid,CataCXium A,Et3N,MeCN,96.0522956516848
6-Bromoquinoline,Boronic Acid,SPhos,Et3N,MeCN,81.1565378298123
6-Bromoquinoline,Boronic Acid,dtbpf,Et3N,MeCN,38.8778316787673
6-Bromoquinoline,Boronic Acid,XPhos,Et3N,MeCN,64.301145622985
6-Bromoquinoline,Boronic Acid,dppf,Et3N,MeCN,57.4149395882363
6-Bromoquinoline,Boronic Acid,Xantphos,Et3N,MeCN,5.49381764253294
6-Bromoquinoline,Boronic Acid,None,Et3N,MeCN,16.8188211369926
6-Bromoquinoline,Boronic Acid,P(tBu)3,None,MeCN,91.087222813388
6-Bromoquinoline,Boronic Acid,P(Ph)3,None,MeCN,83.3435681093434
6-Bromoquinoline,Boronic Acid,AmPhos,None,MeCN,90.3447421927081
6-Bromoquinoline,Boronic Acid,P(Cy)3,None,MeCN,67.7254172018757
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,None,MeCN,21.433123768133
6-Bromoquinoline,Boronic Acid,CataCXium A,None,MeCN,91.8076837260175
6-Bromoquinoline,Boronic Acid,SPhos,None,MeCN,61.6028054419406
6-Bromoquinoline,Boronic Acid,dtbpf,None,MeCN,47.6692785469898
6-Bromoquinoline,Boronic Acid,XPhos,None,MeCN,42.6910274728034
6-Bromoquinoline,Boronic Acid,dppf,None,MeCN,62.1278487707647
6-Bromoquinoline,Boronic Acid,Xantphos,None,MeCN,0.458217175311709
6-Bromoquinoline,Boronic Acid,None,None,MeCN,14.5607995062144
6-Bromoquinoline,Boronic Acid,P(tBu)3,NaOH,THF,87.8245536400365
6-Bromoquinoline,Boronic Acid,P(Ph)3,NaOH,THF,90.2136774697692
6-Bromoquinoline,Boronic Acid,AmPhos,NaOH,THF,86.2537450976159
6-Bromoquinoline,Boronic Acid,P(Cy)3,NaOH,THF,78.2581508508703
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,NaOH,THF,70.1811220855057
6-Bromoquinoline,Boronic Acid,CataCXium A,NaOH,THF,96.5742563881931
6-Bromoquinoline,Boronic Acid,SPhos,NaOH,THF,72.4440734093253
6-Bromoquinoline,Boronic Acid,dtbpf,NaOH,THF,67.8914276877671
6-Bromoquinoline,Boronic Acid,XPhos,NaOH,THF,71.6397837522583
6-Bromoquinoline,Boronic Acid,dppf,NaOH,THF,24.99949167947
6-Bromoquinoline,Boronic Acid,Xantphos,NaOH,THF,11.9653152002239
6-Bromoquinoline,Boronic Acid,None,NaOH,THF,8.09832261440754
6-Bromoquinoline,Boronic Acid,P(tBu)3,NaHCO3,THF,93.9902832501499
6-Bromoquinoline,Boronic Acid,P(Ph)3,NaHCO3,THF,95.9307105913055
6-Bromoquinoline,Boronic Acid,AmPhos,NaHCO3,THF,91.6885429745619
6-Bromoquinoline,Boronic Acid,P(Cy)3,NaHCO3,THF,74.1853900605132
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,NaHCO3,THF,56.1983758180648
6-Bromoquinoline,Boronic Acid,CataCXium A,NaHCO3,THF,96.8863406821135
6-Bromoquinoline,Boronic Acid,SPhos,NaHCO3,THF,67.2010429909318
6-Bromoquinoline,Boronic Acid,dtbpf,NaHCO3,THF,55.3833057978863
6-Bromoquinoline,Boronic Acid,XPhos,NaHCO3,THF,48.3684732939015
6-Bromoquinoline,Boronic Acid,dppf,NaHCO3,THF,17.1275562376447
6-Bromoquinoline,Boronic Acid,Xantphos,NaHCO3,THF,4.65600176222329
6-Bromoquinoline,Boronic Acid,None,NaHCO3,THF,5.90294347881147
6-Bromoquinoline,Boronic Acid,P(tBu)3,CsF,THF,72.8229959217303
6-Bromoquinoline,Boronic Acid,P(Ph)3,CsF,THF,75.0848473232507
6-Bromoquinoline,Boronic Acid,AmPhos,CsF,THF,74.7880048332898
6-Bromoquinoline,Boronic Acid,P(Cy)3,CsF,THF,55.5129970068263
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,CsF,THF,51.7094621897423
6-Bromoquinoline,Boronic Acid,CataCXium A,CsF,THF,75.6178577194961
6-Bromoquinoline,Boronic Acid,SPhos,CsF,THF,32.5581006087268
6-Bromoquinoline,Boronic Acid,dtbpf,CsF,THF,44.377692349185
6-Bromoquinoline,Boronic Acid,XPhos,CsF,THF,19.3260381662172
6-Bromoquinoline,Boronic Acid,dppf,CsF,THF,23.5314107277607
6-Bromoquinoline,Boronic Acid,Xantphos,CsF,THF,6.45032151958811
6-Bromoquinoline,Boronic Acid,None,CsF,THF,6.81172692824835
6-Bromoquinoline,Boronic Acid,P(tBu)3,K3PO4,THF,60.1984165966287
6-Bromoquinoline,Boronic Acid,P(Ph)3,K3PO4,THF,70.7778455537634
6-Bromoquinoline,Boronic Acid,AmPhos,K3PO4,THF,70.1577090937428
6-Bromoquinoline,Boronic Acid,P(Cy)3,K3PO4,THF,34.6100805617181
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,K3PO4,THF,34.5428487761742
6-Bromoquinoline,Boronic Acid,CataCXium A,K3PO4,THF,79.6570581407781
6-Bromoquinoline,Boronic Acid,SPhos,K3PO4,THF,34.879591683823
6-Bromoquinoline,Boronic Acid,dtbpf,K3PO4,THF,44.6507776028046
6-Bromoquinoline,Boronic Acid,XPhos,K3PO4,THF,24.4798434278746
6-Bromoquinoline,Boronic Acid,dppf,K3PO4,THF,19.2382473012842
6-Bromoquinoline,Boronic Acid,Xantphos,K3PO4,THF,1.40580220488972
6-Bromoquinoline,Boronic Acid,None,K3PO4,THF,6.80509238951124
6-Bromoquinoline,Boronic Acid,P(tBu)3,KOH,THF,66.6811783264176
6-Bromoquinoline,Boronic Acid,P(Ph)3,KOH,THF,73.7977063530636
6-Bromoquinoline,Boronic Acid,AmPhos,KOH,THF,75.628373690597
6-Bromoquinoline,Boronic Acid,P(Cy)3,KOH,THF,44.0980301035265
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,KOH,THF,52.4534202188087
6-Bromoquinoline,Boronic Acid,CataCXium A,KOH,THF,87.8847493040702
6-Bromoquinoline,Boronic Acid,SPhos,KOH,THF,51.1474832866481
6-Bromoquinoline,Boronic Acid,dtbpf,KOH,THF,57.3629519109205
6-Bromoquinoline,Boronic Acid,XPhos,KOH,THF,50.1164060379576
6-Bromoquinoline,Boronic Acid,dppf,KOH,THF,22.2208420041598
6-Bromoquinoline,Boronic Acid,Xantphos,KOH,THF,5.3141049830774
6-Bromoquinoline,Boronic Acid,None,KOH,THF,11.9263665213213
6-Bromoquinoline,Boronic Acid,P(tBu)3,LiOtBu,THF,92.7695400124084
6-Bromoquinoline,Boronic Acid,P(Ph)3,LiOtBu,THF,87.7846242598397
6-Bromoquinoline,Boronic Acid,AmPhos,LiOtBu,THF,89.2205501146468
6-Bromoquinoline,Boronic Acid,P(Cy)3,LiOtBu,THF,73.6036044569098
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,LiOtBu,THF,73.3338474319106
6-Bromoquinoline,Boronic Acid,CataCXium A,LiOtBu,THF,97.2927783508637
6-Bromoquinoline,Boronic Acid,SPhos,LiOtBu,THF,68.315418658157
6-Bromoquinoline,Boronic Acid,dtbpf,LiOtBu,THF,67.3962945873497
6-Bromoquinoline,Boronic Acid,XPhos,LiOtBu,THF,45.5844892420162
6-Bromoquinoline,Boronic Acid,dppf,LiOtBu,THF,24.0433571694587
6-Bromoquinoline,Boronic Acid,Xantphos,LiOtBu,THF,9.87931331828491
6-Bromoquinoline,Boronic Acid,None,LiOtBu,THF,7.45828675729199
6-Bromoquinoline,Boronic Acid,P(tBu)3,Et3N,THF,94.6706088357039
6-Bromoquinoline,Boronic Acid,P(Ph)3,Et3N,THF,94.8844182938414
6-Bromoquinoline,Boronic Acid,AmPhos,Et3N,THF,91.8801535351221
6-Bromoquinoline,Boronic Acid,P(Cy)3,Et3N,THF,80.4301847393417
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,Et3N,THF,41.2847585417364
6-Bromoquinoline,Boronic Acid,CataCXium A,Et3N,THF,97.8329449296663
6-Bromoquinoline,Boronic Acid,SPhos,Et3N,THF,70.4539794179044
6-Bromoquinoline,Boronic Acid,dtbpf,Et3N,THF,68.6649873364607
6-Bromoquinoline,Boronic Acid,XPhos,Et3N,THF,60.9473840012232
6-Bromoquinoline,Boronic Acid,dppf,Et3N,THF,21.5709525743314
6-Bromoquinoline,Boronic Acid,Xantphos,Et3N,THF,9.13806490058328
6-Bromoquinoline,Boronic Acid,None,Et3N,THF,10.5255738483675
6-Bromoquinoline,Boronic Acid,P(tBu)3,None,THF,92.980256996138
6-Bromoquinoline,Boronic Acid,P(Ph)3,None,THF,95.4822007995574
6-Bromoquinoline,Boronic Acid,AmPhos,None,THF,92.2207396406297
6-Bromoquinoline,Boronic Acid,P(Cy)3,None,THF,81.4650291558576
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,None,THF,65.1398748588359
6-Bromoquinoline,Boronic Acid,CataCXium A,None,THF,97.8636516109226
6-Bromoquinoline,Boronic Acid,SPhos,None,THF,61.3868800661312
6-Bromoquinoline,Boronic Acid,dtbpf,None,THF,63.9798819268596
6-Bromoquinoline,Boronic Acid,XPhos,None,THF,63.0416834902842
6-Bromoquinoline,Boronic Acid,dppf,None,THF,20.4537082140744
6-Bromoquinoline,Boronic Acid,Xantphos,None,THF,8.35701625669272
6-Bromoquinoline,Boronic Acid,None,None,THF,14.3384568520245
6-Bromoquinoline,Boronic Acid,P(tBu)3,NaOH,DMF,72.5681439468749
6-Bromoquinoline,Boronic Acid,P(Ph)3,NaOH,DMF,75.9382372891943
6-Bromoquinoline,Boronic Acid,AmPhos,NaOH,DMF,66.3680829291307
6-Bromoquinoline,Boronic Acid,P(Cy)3,NaOH,DMF,55.5596087584328
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,NaOH,DMF,17.0987293894825
6-Bromoquinoline,Boronic Acid,CataCXium A,NaOH,DMF,81.0890389157721
6-Bromoquinoline,Boronic Acid,SPhos,NaOH,DMF,59.547952691366
6-Bromoquinoline,Boronic Acid,dtbpf,NaOH,DMF,37.6611857663036
6-Bromoquinoline,Boronic Acid,XPhos,NaOH,DMF,26.4382139838733
6-Bromoquinoline,Boronic Acid,dppf,NaOH,DMF,13.839477147164
6-Bromoquinoline,Boronic Acid,Xantphos,NaOH,DMF,9.74042083910438
6-Bromoquinoline,Boronic Acid,None,NaOH,DMF,10.4238372442602
6-Bromoquinoline,Boronic Acid,P(tBu)3,NaHCO3,DMF,13.1975023241021
6-Bromoquinoline,Boronic Acid,P(Ph)3,NaHCO3,DMF,84.3936138940596
6-Bromoquinoline,Boronic Acid,AmPhos,NaHCO3,DMF,29.9760743566376
6-Bromoquinoline,Boronic Acid,P(Cy)3,NaHCO3,DMF,37.3363489131913
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,NaHCO3,DMF,11.55581858807
6-Bromoquinoline,Boronic Acid,CataCXium A,NaHCO3,DMF,50.7894203045131
6-Bromoquinoline,Boronic Acid,SPhos,NaHCO3,DMF,27.2758750869207
6-Bromoquinoline,Boronic Acid,dtbpf,NaHCO3,DMF,14.7802820427768
6-Bromoquinoline,Boronic Acid,XPhos,NaHCO3,DMF,10.8792165969558
6-Bromoquinoline,Boronic Acid,dppf,NaHCO3,DMF,17.4514865277172
6-Bromoquinoline,Boronic Acid,Xantphos,NaHCO3,DMF,1.48080868173631
6-Bromoquinoline,Boronic Acid,None,NaHCO3,DMF,7.86774284701017
6-Bromoquinoline,Boronic Acid,P(tBu)3,CsF,DMF,9.48398984280171
6-Bromoquinoline,Boronic Acid,P(Ph)3,CsF,DMF,84.6113522629119
6-Bromoquinoline,Boronic Acid,AmPhos,CsF,DMF,57.9442477840885
6-Bromoquinoline,Boronic Acid,P(Cy)3,CsF,DMF,57.5607390442796
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,CsF,DMF,14.5094890033714
6-Bromoquinoline,Boronic Acid,CataCXium A,CsF,DMF,80.3624975734139
6-Bromoquinoline,Boronic Acid,SPhos,CsF,DMF,62.2567151765963
6-Bromoquinoline,Boronic Acid,dtbpf,CsF,DMF,28.7090078193735
6-Bromoquinoline,Boronic Acid,XPhos,CsF,DMF,44.8113249722399
6-Bromoquinoline,Boronic Acid,dppf,CsF,DMF,14.3777820569795
6-Bromoquinoline,Boronic Acid,Xantphos,CsF,DMF,1.87759395380552
6-Bromoquinoline,Boronic Acid,None,CsF,DMF,15.9980770024943
6-Bromoquinoline,Boronic Acid,P(tBu)3,K3PO4,DMF,50.7930970534666
6-Bromoquinoline,Boronic Acid,P(Ph)3,K3PO4,DMF,72.9421829125822
6-Bromoquinoline,Boronic Acid,AmPhos,K3PO4,DMF,56.6516915891652
6-Bromoquinoline,Boronic Acid,P(Cy)3,K3PO4,DMF,29.9625890070721
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,K3PO4,DMF,16.1955295563684
6-Bromoquinoline,Boronic Acid,CataCXium A,K3PO4,DMF,65.7088022570905
6-Bromoquinoline,Boronic Acid,SPhos,K3PO4,DMF,22.2386181001037
6-Bromoquinoline,Boronic Acid,dtbpf,K3PO4,DMF,23.1055221734932
6-Bromoquinoline,Boronic Acid,XPhos,K3PO4,DMF,29.3491578440422
6-Bromoquinoline,Boronic Acid,dppf,K3PO4,DMF,12.7626401227081
6-Bromoquinoline,Boronic Acid,Xantphos,K3PO4,DMF,1.37662012200758
6-Bromoquinoline,Boronic Acid,None,K3PO4,DMF,7.44927318264341
6-Bromoquinoline,Boronic Acid,P(tBu)3,KOH,DMF,49.1500974013581
6-Bromoquinoline,Boronic Acid,P(Ph)3,KOH,DMF,80.1808959600576
6-Bromoquinoline,Boronic Acid,AmPhos,KOH,DMF,67.2247896803707
6-Bromoquinoline,Boronic Acid,P(Cy)3,KOH,DMF,60.7144456479283
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,KOH,DMF,20.5741854292756
6-Bromoquinoline,Boronic Acid,CataCXium A,KOH,DMF,84.9881268158938
6-Bromoquinoline,Boronic Acid,SPhos,KOH,DMF,62.6649492990998
6-Bromoquinoline,Boronic Acid,dtbpf,KOH,DMF,40.3218965509842
6-Bromoquinoline,Boronic Acid,XPhos,KOH,DMF,30.5543683112688
6-Bromoquinoline,Boronic Acid,dppf,KOH,DMF,15.7445634310627
6-Bromoquinoline,Boronic Acid,Xantphos,KOH,DMF,14.104415596125
6-Bromoquinoline,Boronic Acid,None,KOH,DMF,21.5208583335199
6-Bromoquinoline,Boronic Acid,P(tBu)3,LiOtBu,DMF,82.0745895787561
6-Bromoquinoline,Boronic Acid,P(Ph)3,LiOtBu,DMF,81.2281961321919
6-Bromoquinoline,Boronic Acid,AmPhos,LiOtBu,DMF,59.0223325743143
6-Bromoquinoline,Boronic Acid,P(Cy)3,LiOtBu,DMF,64.1297453220397
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,LiOtBu,DMF,16.8704748717046
6-Bromoquinoline,Boronic Acid,CataCXium A,LiOtBu,DMF,77.377505060751
6-Bromoquinoline,Boronic Acid,SPhos,LiOtBu,DMF,48.5045497988158
6-Bromoquinoline,Boronic Acid,dtbpf,LiOtBu,DMF,39.143080387714
6-Bromoquinoline,Boronic Acid,XPhos,LiOtBu,DMF,18.9501409993351
6-Bromoquinoline,Boronic Acid,dppf,LiOtBu,DMF,14.0695732314952
6-Bromoquinoline,Boronic Acid,Xantphos,LiOtBu,DMF,3.85447870248434
6-Bromoquinoline,Boronic Acid,None,LiOtBu,DMF,8.38810446521811
6-Bromoquinoline,Boronic Acid,P(tBu)3,Et3N,DMF,66.9668696437728
6-Bromoquinoline,Boronic Acid,P(Ph)3,Et3N,DMF,69.5766895379131
6-Bromoquinoline,Boronic Acid,AmPhos,Et3N,DMF,50.0621215487161
6-Bromoquinoline,Boronic Acid,P(Cy)3,Et3N,DMF,38.2452775476815
6-Bromoquinoline,Boronic Acid,P(o-Tol)3,Et3N,DMF,23.2348796643026
6-Bromoquinoline,Boronic Acid,CataCXium A,Et3N,DMF,65.0272107611885
6-Bromoquinoline,Boronic Acid,SPhos,Et3N,DMF,22.7624891162868
6-Bromoquinoline,Boronic Acid,dtbpf,Et3N,DMF,19.5661151843113
6-Bromoquinoline,Boronic Acid,XPhos,Et3N,DMF,22.2675182453823
6-Bromoquinoline,Boronic Acid,dppf,Et3N,DMF,12.8104931066352
6-Bromoquinoline,Boronic Acid,Xantphos,Et3N,DMF,0.928452792167654
6-Bromoquinoline,Boronic Acid,None,Et3N,DMF,8.21072307916277
6-Bromoquinoline,Boronic Acid,P(tBu)3,None,DMF,68.4985292339853
6-Bromoquinoline,Boronic Acid,P(Ph)3,None,DMF,72.8530605514499
6-Bromoquinoline,Boronic Acid,AmPhos,None,DMF,57.5416056423877
6-Bromoquinoline,Boronic Acid,P(Cy)3,None,DMF,28.695308959908
